artistGNDId,artistName (preferred),placeOfBirth,birth year,num_works,birth_year_span_start,latitude,longitude
104364815,"Français, François Louis",Plombières,1814.0,37,1800.0,50.7377318,5.9611134
104372923,"Tanjé, Pieter",Bolsward,1706.0,5,1700.0,53.0620178,5.5228964
104377852,"Fokke, Simon",Amsterdam,1712.0,1,1700.0,52.3730796,4.8924534
1043782435,"Kolb, August",Heidingsfeld,1816.0,1,1800.0,49.7643503,9.9489103
1044202602,"Coupé, Antoine Jean Baptiste",Paris,1784.0,7,1750.0,48.8588897,2.320041
104430698X,"Löwensohn, Gerson",Fürth (Bayern),1817.0,1,1800.0,48.5915163,12.0212216
1044592869,"Martszen, Jan",Haarlem,1610.0,1,1600.0,52.3837058,4.6435597
1045159832,"Goettich, Paul",Augsburg,1586.0,1,1550.0,48.3690341,10.8979522
1045327565,"Cotta, Heinrich",Rudolstadt,1791.0,1,1750.0,50.7206063,11.3401985
1045412228,"Le Lorrain, Louis-Joseph",Paris,1715.0,1,1700.0,48.8588897,2.320041
1046391720,"Simonet, Jean-Baptiste Blaise",Paris,1742.0,2,1700.0,48.8588897,2.320041
1047112019,"Bléry, Eugène",Fontainebleau,1805.0,179,1800.0,48.4049375,2.7015872
1047205033,"Aubry-Lecomte, Hyacinthe-Louis-Victor-Jean-Baptiste",Nizza,1787.0,2,1750.0,37.992622,15.4119128
1047574144,"Duclos, Antoine Jean",Paris,1742.0,2,1700.0,48.8588897,2.320041
1047968142,"Descourtis, Charles Melchior",Paris,1753.0,7,1750.0,48.8588897,2.320041
1049297334,"Conscience, Francis",Besançon,1794.0,8,1750.0,47.2380222,6.0243622
104940730X,"Liotard, Jean-Michel",Genf,1702.0,1,1700.0,46.2017559,6.1466014
1049816668,"Cave, François Morellon de la",Den Haag,1696.0,1,1650.0,52.0799838,4.3113461
1050206363,"Pollet, Victor Florence",Paris,1811.0,1,1800.0,48.8588897,2.320041
1050425057,"Bourgeois de la Richardiere, Anton Achille",Polná,1777.0,1,1750.0,49.4873383,15.7188513
1050425472,"Blot, Maurice",Paris,1753.0,2,1750.0,48.8588897,2.320041
1050468910,"François, Alphonse",Paris,1814.0,4,1800.0,48.8588897,2.320041
1050472047,"Geille, Amédé Felix Barthélemy",La-Ciotat,1802.0,1,1800.0,43.1758591,5.6062495
1050530195,"Vallot, Philippe Joseph Auguste",Wien,1796.0,2,1750.0,48.2083537,16.3725042
1050549384,"Leguay, Eugène",Paris,1822.0,1,1800.0,48.8588897,2.320041
1050561422,"Hédouin, Edmond",Boulogne-sur-Mer,1820.0,1,1800.0,50.7259985,1.6118771
1050695348,"Lafitte, Louis",Paris,1770.0,1,1750.0,48.8588897,2.320041
1050695348,"Simon, Jean Pierre",Paris,1764.0,1,1750.0,48.8588897,2.320041
1050829786,"Fragonard, Théophile",Paris,1806.0,1,1800.0,48.8588897,2.320041
1051486335,"Gauchard, Jean",Paris,1825.0,1,1800.0,48.8588897,2.320041
1051538955,"Tardieu, Jacques-Nicholas",Paris,1716.0,4,1700.0,48.8588897,2.320041
1051651840,"Kerkhoff, Daniël",Amsterdam,1766.0,2,1750.0,52.3730796,4.8924534
1051994926,"Dupuis, Charles",Paris,1685.0,1,1650.0,48.8588897,2.320041
1052291805,"Colin, Alexandre-Marie",Paris,1798.0,10,1750.0,48.8588897,2.320041
1052872549,"Leyser, Ernst Polycarp von",Dresden,1792.0,1,1750.0,51.0493286,13.7381437
1053307578,"Moyreau, Jean",Orléans,1690.0,1,1650.0,47.9027336,1.9086066
1053981732,"Morse, Auguste Achille",Paris,1801.0,1,1800.0,48.8588897,2.320041
1053990588,"Bellel, Jean-Joseph",Paris,1816.0,1,1800.0,48.8588897,2.320041
1054943370,"Poilly, Jean-Baptiste de",Paris,1669.0,10,1650.0,48.8588897,2.320041
1055255176,"Réville, Jean-Baptiste",Paris,1767.0,1,1750.0,48.8588897,2.320041
1055267409,"Patas, Jean-Baptiste",Paris,1748.0,1,1700.0,48.8588897,2.320041
1055478736,"Demarteau, Gilles-Antoine",Lüttich,1750.0,3,1750.0,50.6450944,5.5736112
1055483373,"Flameng, François",Paris,1856.0,4,1850.0,48.8588897,2.320041
1055544798,Anonym,Delft,1517.0,1,1500.0,51.9994572,4.3627245
1055603360,"Goossens, Jan Baptist",Antwerpen,1651.0,6,1650.0,51.2211097,4.3997081
1056517204,"Daubigny, Karl",Paris,1846.0,1,1800.0,48.8588897,2.320041
1057765406,"Audran, Benoît 2",Paris,1698.0,6,1650.0,48.8588897,2.320041
1057765929,Anonym,Lyon,1811.0,1,1800.0,45.7578137,4.8320114
1057765929,"Anonym, französisch, 19. Jahrhundert",Lyon,1801.0,2,1800.0,45.7578137,4.8320114
1057765929,"Casati, A.",Lyon,1784.0,2,1750.0,45.7578137,4.8320114
1057767247,"Girardet, Paul",Neuchâtel,1821.0,1,1800.0,46.9895828,6.9292641
1057769878,"Vendramini, Giovanni",Bassano del Grappa,1769.0,1,1750.0,45.7669109,11.7343469
1063142644,"Fremy, Jacques Marie Noël",Paris,1782.0,1,1750.0,48.8588897,2.320041
106471062X,"Desperet, Auguste",Lyon,1804.0,2,1800.0,45.7578137,4.8320114
1065633092,Zoan Andrea,Mantua,1424.0,6,1400.0,45.1692628,10.6708365
1066349363,"Mander, Karel van",Delft,1609.0,1,1600.0,51.9994572,4.3627245
1067955577,"Nitot, Michel",Chézy-sur-Marne,1759.0,2,1750.0,48.9896,3.36561
1069411140,"Danse, Louise",Brüssel,1865.0,1,1850.0,50.8465573,4.351697
1069543888,"Crépy, Louis",Paris,,3,,48.8588897,2.320041
1071565168,"Desplaces, Louis",Paris,1682.0,14,1650.0,48.8588897,2.320041
1072318164,"Lorraine, Jean-Baptiste de",Paris,1737.0,2,1700.0,48.8588897,2.320041
1072529262,"Rajon, Paul",Dijon,1842.0,53,1800.0,47.3215806,5.0414701
1073303780,"Battem, Gerrit",Rotterdam,1636.0,1,1600.0,51.9244424,4.47775
1073332284,"Klotz, Valentin",Maastricht,1650.0,2,1650.0,50.8512438,5.6909768
108053895X,"Bouzonnet Stella, Antoine",Lyon,1637.0,1,1600.0,45.7578137,4.8320114
1085656845,"Masson, Alphonse Charles",Paris,1814.0,3,1800.0,48.8588897,2.320041
1085662985,"Aristide, Louis",Toul,1815.0,5,1800.0,48.6762624,5.8941759
1089414307,"Himely, Sigismond",La Neuveville,1801.0,2,1800.0,47.0637688,7.0927997
1089456840,"Larmessin, Nicolas de",Paris,1684.0,24,1650.0,48.8588897,2.320041
108947914X,"Marin-Lavigne, Louis Stanislas",Paris,1797.0,2,1750.0,48.8588897,2.320041
1089540558,"Anonym, französisch, 18. Jahrhundert",Paris,1701.0,1,1700.0,48.8588897,2.320041
1089540558,"Rousseau, Jean François",Paris,1740.0,1,1700.0,48.8588897,2.320041
1089656378,"Parizeau, Philippe Louis",Paris,1740.0,70,1700.0,48.8588897,2.320041
1089797494,"Le Sueur, Nicolas",Paris,1691.0,9,1650.0,48.8588897,2.320041
1089871864,"Trière, Philippe",Paris,1756.0,3,1750.0,48.8588897,2.320041
1089889801,"Aveline, François-Antoine",Paris,1718.0,1,1700.0,48.8588897,2.320041
1089890257,"Voyez, François",Abbeville,1746.0,1,1700.0,50.1060835,1.8337029
1089891024,"Ponce, Marguerite",Paris,1745.0,1,1700.0,48.8588897,2.320041
1089891156,"Martinasie, Pieter Franciscus",Antwerpen,1729.0,1,1700.0,51.2211097,4.3997081
109065619X,"Duvivier, Ignace",Rians (Var),1758.0,19,1750.0,43.6060171,5.7570944
1090657730,"Legrand, Louis Claude",Paris,1723.0,3,1700.0,48.8588897,2.320041
1093243015,"Katsukawa, Shunʼei",Tokio,1762.0,13,1750.0,35.6768601,139.7638947
1097781372,"Maignan, Albert",Beaumont-sur-Sarthe,1845.0,2,1800.0,48.2264796,0.132823
1098220455,"Wet, Jacob Willemsz de",Haarlem,1610.0,6,1600.0,52.3837058,4.6435597
1100740139,"Sorrieu, Frédéric",Paris,1807.0,1,1800.0,48.8588897,2.320041
1104403269,"Andrieu, Pierre",Fenouillet (Département Haute-Garonne),1821.0,6,1800.0,,
1105059855,"Andrieux, Clément-Auguste",Paris,1829.0,2,1800.0,48.8588897,2.320041
111017378,Anonym,Lauban,1515.0,1,1500.0,51.1147105,15.2811574
111017378,Monogrammist CB,Lauban,1501.0,1,1500.0,51.1147105,15.2811574
111017378,"Scharffenberg, Crispin",Lauban,1515.0,29,1500.0,51.1147105,15.2811574
1110903197,"Mauduit, Charles Louis Victor",Rouen,1788.0,1,1750.0,49.4404591,1.0939658
1111809364,"Thévenin, Jean Charles",Rom,1819.0,2,1800.0,41.8933203,12.4829321
1117244504,"Torii, Kiyonobu I",Osaka,1664.0,2,1650.0,34.6937569,135.5014539
1122606370,"Pauquet, Jean Louis Charles",Paris,1759.0,1,1750.0,48.8588897,2.320041
1122748809,"Prudhomme, Hippolyte",Paris,1793.0,1,1750.0,48.8588897,2.320041
1124626409,"Stroebel, Johannes Anthonie Balthasar",Den Haag,1821.0,1,1800.0,52.0799838,4.3113461
1127149733,"Dupré, Daniel",Amsterdam,1752.0,1,1750.0,52.3730796,4.8924534
1127788922,"Elle, Louis",Paris,1612.0,10,1600.0,48.8588897,2.320041
1129895408,"Jeaurat, Edme",Vermenton,1688.0,10,1650.0,47.6695323,3.750286
1133515304,"Lecomte, Paul",Paris,1842.0,3,1800.0,48.8588897,2.320041
1135681295,"Does, Jacob van der",Amsterdam,1623.0,1,1600.0,52.3730796,4.8924534
1136444610,"Pirodon, Eugène Louis",Grenoble,1824.0,12,1800.0,45.1875602,5.7357819
1140536648,"François, Jules",Paris,1809.0,1,1800.0,48.8588897,2.320041
1141801280,"Dujardin, Paul Rodolphe Joseph",Lille,1843.0,1,1800.0,50.6365654,3.0635282
1145070302,"Heer, Willem de",Leeuwarden,1637.0,1,1600.0,53.2005936,5.7918548
1146679947,"Avril, Jean Jaques",Paris,1744.0,2,1700.0,48.8588897,2.320041
1148117067,"Chéreau, Jacques",Blois,1688.0,2,1650.0,47.5876861,1.3337639
115064804X,"Pichot Gironés, Ramón Antonio",Barcelona,1871.0,1,1850.0,41.3825802,2.177073
1153229943,"Godin, Henri-Joseph",Seraing,1747.0,1,1700.0,50.6152381,5.5089437
115389385,"Mayer, Carl",Nürnberg,1798.0,1,1750.0,49.453872,11.077298
1154947270,"Gillberg, Jacob",Län Värmland,1724.0,2,1700.0,59.8907624,13.2947617
11550656X,"Helman, Isidore-Stanislas",Lille,1743.0,6,1700.0,50.6365654,3.0635282
115603808,"Laurens, Jules",Carpentras,1825.0,39,1800.0,44.0554043,5.0487681
115648356,"Lasteyrie, Charles de",Brive-la-Gaillarde,1759.0,5,1750.0,45.1584982,1.5332389
115750759X,"Bronzetti, Carlo Giuseppe",Roverè della Luna,1788.0,2,1750.0,46.2499881,11.1693479
115758240,Anonym,Altötting,1782.0,1,1750.0,48.2268085,12.6757914
115758240,"Strixner, Johann Nepomuk",Altötting,1782.0,119,1750.0,48.2268085,12.6757914
115813535,"Collaert, Jan",Antwerpen,1566.0,7,1550.0,51.2211097,4.3997081
115858679,"Anonym, deutsch, 16. Jahrhundert",Reutlingen,1501.0,2,1500.0,48.4919508,9.2114144
115866655,"Anonym, deutsch, 18. Jahrhundert",Nancy,1701.0,1,1700.0,48.6937223,6.1834097
115866655,"Isabey, Jean Baptiste",Nancy,1767.0,21,1750.0,48.6937223,6.1834097
1159731004,"Detouche, Henry",Paris,1854.0,1,1850.0,48.8588897,2.320041
116006048,"Anonym, englisch, 19. Jahrhundert",Stollberg/Erzgeb.,1801.0,5,1800.0,50.7087734,12.7762607
116057661,"Delaroche, Paul",Paris,1797.0,4,1750.0,48.8588897,2.320041
116057661,"Delaunois, Pierre-Denis-Marie",Paris,1783.0,1,1750.0,48.8588897,2.320041
116057661,"Rousseaux, Émile",Paris,1831.0,1,1800.0,48.8588897,2.320041
116088451,"Anonym, französisch, 19. Jahrhundert",Paris,1801.0,1,1800.0,48.8588897,2.320041
116088451,"Devéria, Achille",Paris,1800.0,160,1800.0,48.8588897,2.320041
116118458,"Bendixen, Siegfried Detlev",Kiel,1786.0,1,1750.0,54.3227085,10.135555
11612573X,"Kellerhoven, Moritz",Altenrath,1758.0,1,1750.0,50.8573645,7.1955431
116128844,"Petrak, Alois",Königseck (Böhmen),1811.0,4,1800.0,,
116130709,"Berger, D.",Berlin,1744.0,1,1700.0,52.510885,13.3989367
116179694,"Pieneman, Jan Willem",Abcoude,1779.0,1,1750.0,52.270281,4.9710427
116187042,"Kirchner, Johann Jakob",Nürnberg,1788.0,1,1750.0,49.453872,11.077298
116239689,"Abel de Pujol, Alexandre Denis",Valenciennes,1785.0,4,1750.0,50.3579317,3.5234846
116246782,"Plüddemann, Hermann",Kolberg,1809.0,1,1800.0,54.1759614,15.5764209
116282940,"Prestel, Maria Katharina",Nürnberg,1747.0,5,1700.0,49.453872,11.077298
116302860,"König, Gustav",Coburg,1808.0,5,1800.0,50.2582226,10.964561
1163347523,"Thouvenin, Jean",Paris,1765.0,4,1750.0,48.8588897,2.320041
1163352020,"Kobo, Shunman",Tokio,1757.0,1,1750.0,35.6768601,139.7638947
116364084,"Rauch, Karl",Darmstadt,1804.0,1,1800.0,49.8851869,8.6736295
116391820,"Haid, Johann Elias",Augsburg,1739.0,1,1700.0,48.3690341,10.8979522
116415991,"Reindel, Albert",Nürnberg,1784.0,4,1750.0,49.453872,11.077298
116430907,"Calame, Alexandre",Vevey,1810.0,463,1800.0,46.4602978,6.8418655
116438274,"Garnier, François",Lormes,1800.0,1,1800.0,47.2890627,3.8182762
116492007,"Charlemont, Eduard",Wien,1848.0,1,1800.0,48.2083537,16.3725042
116501065,"Anonym, französisch, 19. Jahrhundert",Offenburg,1801.0,1,1800.0,48.4695984,7.9429235
116510544,"Harzen, Ernst",Altona,1790.0,1,1750.0,53.5864667,9.7776709
116541989,"Geißler, Friedrich Johann Martin",Nürnberg,1778.0,1,1750.0,49.453872,11.077298
1165602059,"Masquelier, Nicolas François Joseph",Flers (Nord),1760.0,1,1750.0,50.3978149,3.0614209
116586761,"Flachenecker, Ferdinand Wolfgang",Zirndorf,1792.0,2,1750.0,49.445762,10.9560462
116602821,"Fleischmann, Friedrich",Nürnberg,1791.0,6,1750.0,49.453872,11.077298
116608404,"Roqueplan, Camille",Mallemort,1802.0,38,1800.0,43.7314716,5.1802855
11661451X,"Geyser, Christian Gottlieb",Görlitz,1742.0,1,1700.0,51.1563185,14.991018
116656034,"Heim, François Joseph",Belfort,1787.0,1,1750.0,47.6379599,6.8628942
1166576817,"Desvachez, David",Valenciennes,1822.0,2,1800.0,50.3579317,3.5234846
